order_id,order_date,region_x,category,product,quantity,unit_price,discount,revenue,cost,profit,profit_margin,month,customer_id,segment,region_y,acquisition_channel,region
40,2025-12-16,East,Electronics,Wireless Headphones,1,156.59,0.1,140.93,80.41,60.52000000000001,0.4294330518697226,2025-12,10004,Small Business,South,Social Media,
41,2025-12-12,Central,Clothing,Jacket,1,53.35,0.05,50.68,36.16,14.520000000000003,0.28650355169692193,2025-12,10001,Consumer,West,Referral,
42,2025-02-27,South,Electronics,Smart Watch,2,103.66,0.1,186.59,116.87,69.72,0.3736534648159065,2025-02,10290,Small Business,North,Organic Search,
43,2025-03-10,Central,Electronics,Smart Watch,1,126.18,0.05,119.87,82.81,37.06,0.3091682656210895,2025-03,10109,Consumer,West,Paid Ads,
44,2025-10-12,West,Home & Kitchen,LED Lamp,1,92.94,0.0,92.94,51.23,41.71,0.44878416182483327,2025-10,10460,Consumer,South,Organic Search,
45,2025-09-07,South,Electronics,Wireless Headphones,1,101.55,0.05,96.47,66.46,30.010000000000005,0.3110811651290557,2025-09,10266,Consumer,Central,Social Media,
46,2025-04-06,North,Sports,Fitness Band,1,84.96,0.05,80.71,55.1,25.609999999999992,0.3173088836575393,2025-04,10138,Consumer,Central,Referral,
47,2025-12-06,West,Clothing,Casual Shirt,1,58.07,0.0,58.07,39.04,19.03,0.32770793869467885,2025-12,10434,Corporate,Central,Referral,
48,2025-09-25,East,Home & Kitchen,LED Lamp,1,66.56,0.1,59.9,43.93,15.969999999999999,0.2666110183639399,2025-09,10044,Consumer,North,Organic Search,
49,2025-03-31,South,Beauty,Perfume,2,43.15,0.0,86.3,52.03,34.269999999999996,0.3971031286210892,2025-03,10510,Consumer,North,Email,
50,2025-08-05,Central,Electronics,Bluetooth Speaker,1,99.08,0.1,89.17,60.95,28.22,0.31647415049904676,2025-08,10262,Small Business,South,Paid Ads,
51,2025-04-06,Central,Sports,Fitness Band,1,78.6,0.2,62.88,39.44,23.440000000000005,0.3727735368956744,2025-04,10152,Consumer,Central,Email,
52,2025-09-30,North,Electronics,Bluetooth Speaker,2,140.51,0.1,252.92,138.3,114.61999999999998,0.45318677842796135,2025-09,10213,Consumer,Central,Referral,
53,2025-03-17,North,Clothing,Jacket,1,45.92,0.0,45.92,35.32,10.600000000000001,0.23083623693379793,2025-03,10234,Corporate,North,Paid Ads,
54,2025-05-24,Central,Home & Kitchen,Mixer Grinder,1,73.32,0.05,69.65,45.15,24.500000000000007,0.3517587939698493,2025-05,10361,Small Business,South,Email,
55,2025-04-19,Central,Electronics,Power Bank,1,158.91,0.1,143.02,103.73,39.290000000000006,0.27471682282198295,2025-04,10320,Consumer,North,Paid Ads, 
56,2025-08-09,East,Home & Kitchen,Storage Set,4,97.73,0.0,390.92,278.19,112.73000000000002,0.28837102220403155,2025-08,10222,Small Business,South,Paid Ads,
57,2025-05-21,South,Clothing,Sneakers,1,64.45,0.0,64.45,34.92,29.53,0.4581846392552366,2025-05,10210,Consumer,South,Referral,
58,2025-12-05,Central,Home & Kitchen,Storage Set,1,110.42,0.0,110.42,59.85,50.57,0.45797862706031517,2025-12,10396,Small Business,North,Referral,
59,2025-10-02,Central,Home & Kitchen,LED Lamp,1,84.17,0.05,79.96,56.3,23.659999999999997,0.29589794897448723,2025-10,10489,Consumer,South,Organic Search,
60,2025-06-22,Central,Home & Kitchen,Storage Set,1,98.51,0.15,83.73,45.96,37.77,0.45109279828018634,2025-06,10464,Consumer,Central,Organic Search,
61,2025-07-10,West,Home & Kitchen,Mixer Grinder,1,108.47,0.05,103.05,79.37,23.679999999999993,0.2297913634158175,2025-07,10452,Consumer,North,Paid Ads,
62,2025-06-22,Central,Home & Kitchen,LED Lamp,1,97.27,0.05,92.41,67.33,25.08,0.27139919922086353,2025-06,10413,Consumer,Central,Paid Ads,
63,2025-11-01,North,Electronics,Wireless Headphones,1,148.34,0.0,148.34,83.55,64.79,0.4367668868814885,2025-11,10476,Consumer,Central,Email,
64,2025-11-26,West,Clothing,Jeans,1,38.58,0.1,34.72,26.32,8.399999999999999,0.24193548387096772,2025-11,10256,Consumer,North,Organic Search,
65,2025-08-08,Central,Electronics,Wireless Headphones,1,114.7,0.05,108.96,73.19,35.769999999999996,0.32828560939794416,2025-08,10150,Small Business,South,Organic Search,
66,2025-07-31,Central,Sports,Fitness Band,1,40.34,0.0,40.34,23.91,16.430000000000003,0.4072880515617254,2025-07,10127,Small Business,Central,Email,
67,2025-10-13,South,Clothing,Casual Shirt,1,80.94,0.15,68.8,37.26,31.54,0.4584302325581395,2025-10,10392,Small Business,South,Email,
68,2025-08-12,North,Clothing,Casual Shirt,1,28.35,0.05,26.93,19.68,7.25,0.26921648718900854,2025-08,10480,Small Business,Central,Organic Search,
69,2025-11-07,West,Home & Kitchen,Mixer Grinder,1,77.43,0.05,73.56,43.48,30.080000000000005,0.4089178901576945,2025-11,10397,Corporate,East,Paid Ads,
70,2025-02-22,Central,Beauty,Skin Care Kit,1,53.86,0.15,45.78,30.77,15.010000000000002,0.32787243337702054,2025-02,10402,Small Business,East,Email,
71,2025-10-15,South,Beauty,Skin Care Kit,1,28.04,0.2,22.43,15.2,7.23,0.3223361569326795,2025-10,10274,Corporate,North,Referral,
72,2025-09-16,East,Home & Kitchen,LED Lamp,1,76.81,0.05,72.97,46.98,25.990000000000002,0.35617377004248324,2025-09,10139,Small Business,North,Organic Search,
73,2025-10-30,Central,Home & Kitchen,Air Fryer,1,103.0,0.05,97.85,54.29,43.559999999999995,0.44517118037812975,2025-10,10103,Corporate,West,Referral,
74,2025-08-14,South,Clothing,Jeans,2,57.56,0.15,97.85,66.59,31.25999999999999,0.3194685743484925,2025-08,10242,Consumer,North,Referral,
75,2025-12-01,West,Clothing,Jeans,1,58.87,0.05,55.93,35.64,20.29,0.3627748971929197,2025-12,10117,Consumer,Central,Organic Search,
76,2025-07-03,North,Home & Kitchen,Mixer Grinder,2,69.83,0.15,118.71,66.27,52.44,0.4417487995956533,2025-07,10214,Corporate,West,Paid Ads,
77,2025-02-12,East,Home & Kitchen,LED Lamp,1,82.87,0.0,82.87,47.6,35.27,0.4256063714251237,2025-02,10484,Small Business,South,Referral,
78,2025-01-08,West,Electronics,Wireless Headphones,1,103.83,0.05,98.64,61.56,37.08,0.3759124087591241,2025-01,10224,Consumer,South,Paid Ads,
79,2025-02-20,East,Electronics,Power Bank,1,121.47,0.2,97.18,65.74,31.440000000000012,0.32352335871578525,2025-02,10270,Consumer,East,Paid Ads,
80,2025-01-01,Central,Beauty,Hair Dryer,1,52.03,0.0,52.03,28.26,23.77,0.45685181625985005,2025-01,10134,Consumer,West,Referral,
81,2025-02-16,North,Home & Kitchen,Mixer Grinder,2,71.61,0.0,143.22,77.91,65.31,0.45601173020527863,2025-02,10114,Consumer,East,Organic Search,
82,2025-01-26,West,Clothing,Jacket,2,42.39,0.15,72.06,38.62,33.440000000000005,0.46405772966971975,2025-01,10441,Corporate,Central,Referral,
83,2025-01-28,South,Beauty,Face Serum,1,40.27,0.15,34.23,19.9,14.329999999999998,0.4186386210926088,2025-01,10365,Consumer,Central,Organic Search,
84,2025-08-26,East,Beauty,Hair Dryer,1,43.54,0.0,43.54,30.42,13.119999999999997,0.30133210840606334,2025-08,10232,Consumer,North,Social Media,
85,2025-01-28,South,Clothing,Casual Shirt,2,36.99,0.0,73.98,52.65,21.330000000000005,0.2883211678832117,2025-01,10458,Consumer,Central,Email,
86,2025-05-25,Central,Clothing,Casual Shirt,1,29.45,0.0,29.45,16.23,13.219999999999999,0.44889643463497453,2025-05,10375,Consumer,Central,Paid Ads,
87,2025-04-21,North,Clothing,Jacket,1,50.41,0.05,47.89,34.08,13.810000000000002,0.2883691793693882,2025-04,10207,Consumer,Central,Referral,
88,2025-08-14,East,Clothing,Jeans,1,88.46,0.05,84.04,57.81,26.230000000000004,0.31211327939076633,2025-08,10520,Consumer,Central,Paid Ads,
89,2025-11-14,North,Home & Kitchen,Air Fryer,1,66.18,0.05,62.87,46.6,16.269999999999996,0.25878797518689356,2025-11,10468,Consumer,West,Referral,
90,2025-01-06,South,Electronics,Bluetooth Speaker,1,77.7,0.1,69.93,54.5,15.430000000000007,0.2206492206492207,2025-01,10443,Consumer,West,Referral,
91,2025-07-13,East,Clothing,Sneakers,2,46.12,0.0,92.24,64.0,28.239999999999995,0.30615784908933213,2025-07,10321,Small Business,West,Email,
92,2025-11-20,East,Clothing,Sneakers,2,66.63,0.0,133.26,102.83,30.429999999999993,0.2283505928260543,2025-11,10093,Consumer,East,Organic Search,
93,2025-05-19,West,Electronics,Power Bank,1,128.73,0.0,128.73,86.39,42.33999999999999,0.32890546104249196,2025-05,10408,Consumer,Central,Referral,
94,2025-05-18,West,Home & Kitchen,Storage Set,1,59.74,0.0,59.74,33.15,26.590000000000003,0.44509541345831943,2025-05,10158,Consumer,South,Organic Search,
95,2025-02-07,East,Electronics,Power Bank,2,148.08,0.1,266.54,179.88,86.66000000000003,0.32512943648232917,2025-02,10099,Corporate,West,Organic Search,
96,2025-05-17,South,Home & Kitchen,Air Fryer,2,54.69,0.1,98.44,61.64,36.8,0.37383177570093457,2025-05,10225,Consumer,West,Paid Ads,
97,2025-10-18,Central,Electronics,Bluetooth Speaker,2,139.46,0.1,251.03,182.72,68.31,0.2721188702545513,2025-10,10441,Corporate,Central,Referral,
98,2025-08-25,South,Electronics,Bluetooth Speaker,1,136.71,0.05,129.87,79.65,50.22,0.38669438669438666,2025-08,10401,Consumer,North,Email,
99,2025-03-04,North,Home & Kitchen,LED Lamp,1,92.38,0.1,83.14,54.9,28.240000000000002,0.3396680298292038,2025-03,10064,Consumer,West,Referral,
100,2025-04-14,East,Electronics,Wireless Headphones,1,129.93,0.05,123.43,66.32,57.110000000000014,0.4626914040346756,2025-04,10279,Consumer,Central,Social Media,
101,2025-06-06,North,Clothing,Jeans,2,32.23,0.0,64.46,46.83,17.629999999999995,0.273502947564381,2025-06,10519,Consumer,North,Organic Search,
102,2025-10-16,West,Clothing,Sneakers,1,72.61,0.2,58.09,41.57,16.520000000000003,0.2843862971251507,2025-10,10248,Consumer,North,Organic Search,
103,2025-12-31,West,Clothing,Jeans,1,48.74,0.05,46.3,28.64,17.659999999999997,0.3814254859611231,2025-12,10368,Small Business,East,Referral,
104,2025-06-22,South,Home & Kitchen,Air Fryer,1,85.84,0.05,81.55,51.08,30.47,0.373635806253832,2025-06,10098,Consumer,South,Referral,
105,2025-11-26,South,Electronics,Bluetooth Speaker,1,65.16,0.0,65.16,36.96,28.199999999999996,0.432780847145488,2025-11,10268,Consumer,North,Email,
106,2025-04-21,West,Sports,Fitness Band,2,70.11,0.0,140.22,76.59,63.629999999999995,0.4537869062901155,2025-04,10060,Consumer,Central,Email,
107,2025-04-02,South,Clothing,Jacket,1,62.41,0.1,56.17,31.44,24.73,0.44027060708563287,2025-04,10500,Consumer,West,Organic Search,
108,2025-09-14,Central,Electronics,Bluetooth Speaker,1,127.52,0.15,108.39,82.45,25.939999999999998,0.23932097056924068,2025-09,10308,Consumer,West,Referral,
109,2025-05-29,North,Sports,Running Shoes,1,56.38,0.0,56.38,32.65,23.730000000000004,0.42089393401915576,2025-05,10493,Consumer,South,Social Media,
110,2025-03-04,West,Beauty,Hair Dryer,2,50.66,0.0,101.32,61.47,39.849999999999994,0.39330833004342675,2025-03,10411,Consumer,Central,Referral,
111,2025-12-30,East,Clothing,Sneakers,2,31.04,0.15,52.77,35.5,17.270000000000003,0.32726928178889525,2025-12,10140,Consumer,East,Referral,
112,2025-06-10,North,Electronics,Power Bank,1,26.44,0.0,26.44,13.98,12.46,0.4712556732223903,2025-06,10328,Consumer,North,Paid Ads,
113,2025-02-18,North,Beauty,Skin Care Kit,1,36.99,0.0,36.99,28.82,8.170000000000002,0.22087050554203844,2025-02,10464,Consumer,Central,Organic Search,
114,2025-02-01,Central,Home & Kitchen,Mixer Grinder,1,55.21,0.0,55.21,41.6,13.61,0.24651331280565114,2025-02,10163,Small Business,Central,Organic Search,
115,2025-07-13,West,Clothing,Casual Shirt,1,44.02,0.1,39.62,25.27,14.349999999999998,0.362190812720848,2025-07,10060,Consumer,Central,Email,
116,2025-02-24,East,Home & Kitchen,Mixer Grinder,1,82.38,0.0,82.38,46.73,35.65,0.43275066763777614,2025-02,10031,Corporate,East,Email,
117,2025-12-15,North,Home & Kitchen,Mixer Grinder,2,111.7,0.2,178.72,131.96,46.75999999999999,0.26163831692032224,2025-12,10333,Corporate,West,Paid Ads,
118,2025-02-23,North,Clothing,Sneakers,1,56.93,0.1,51.24,26.91,24.330000000000002,0.474824355971897,2025-02,10076,Consumer,South,Paid Ads,
119,2025-10-15,East,Beauty,Skin Care Kit,2,59.23,0.1,106.61,82.84,23.769999999999996,0.22296219866804237,2025-10,10317,Consumer,East,Paid Ads,
120,2025-01-07,South,Sports,Fitness Band,1,73.03,0.0,73.03,43.54,29.490000000000002,0.40380665479939754,2025-01,10417,Corporate,South,Social Media,
121,2025-01-11,South,Electronics,Bluetooth Speaker,2,165.94,0.15,282.1,192.52,89.58000000000001,0.3175469691598724,2025-01,10190,Consumer,West,Organic Search,
122,2025-09-13,North,Beauty,Skin Care Kit,1,50.73,0.0,50.73,34.61,16.119999999999997,0.3177606938695052,2025-09,10489,Consumer,South,Organic Search, 
123,2025-08-12,North,Home & Kitchen,LED Lamp,1,83.73,0.2,66.98,43.03,23.950000000000003,0.35756942370856976,2025-08,10315,Consumer,West,Social Media,
124,2025-12-25,North,Home & Kitchen,Air Fryer,1,58.14,0.05,55.23,37.82,17.409999999999997,0.3152272315770414,2025-12,10296,Consumer,West,Email,
125,2025-02-11,West,Electronics,Bluetooth Speaker,1,157.06,0.1,141.35,92.97,48.379999999999995,0.34227095861337103,2025-02,10501,Consumer,East,Organic Search,
126,2025-03-28,Central,Home & Kitchen,Mixer Grinder,1,105.79,0.1,95.21,70.05,25.159999999999997,0.2642579560970486,2025-03,10177,Small Business,North,Paid Ads,
127,2025-11-05,South,Electronics,Wireless Headphones,1,150.62,0.0,150.62,103.12,47.5,0.31536316558225996,2025-11,10215,Consumer,East,Organic Search,
128,2025-05-10,West,Sports,Running Shoes,1,48.32,0.1,43.49,27.39,16.1,0.3702000459875834,2025-05,10332,Corporate,West,Email,
129,2025-06-13,North,Sports,Yoga Mat,1,38.89,0.05,36.95,21.99,14.960000000000004,0.4048714479025711,2025-06,10128,Consumer,Central,Organic Search,
130,2025-09-03,Central,Beauty,Perfume,1,46.51,0.05,44.18,30.6,13.579999999999998,0.3073789044816659,2025-09,10269,Consumer,Central,Social Media,
131,2025-12-31,East,Home & Kitchen,Mixer Grinder,1,93.61,0.0,93.61,60.76,32.85,0.3509240465762205,2025-12,10366,Consumer,South,Email,
132,2025-05-09,North,Home & Kitchen,Mixer Grinder,1,45.97,0.0,45.97,28.11,17.86,0.3885142484228845,2025-05,10348,Consumer,East,Referral,
133,2025-04-12,South,Clothing,Jacket,1,65.9,0.1,59.31,41.55,17.760000000000005,0.2994436014162874,2025-04,10142,Small Business,South,Referral,
134,2025-11-26,North,Electronics,Wireless Headphones,1,101.1,0.15,85.93,47.74,38.190000000000005,0.44443151402304204,2025-11,10145,Consumer,South,Email,
135,2025-07-19,North,Home & Kitchen,Storage Set,1,108.77,0.1,97.89,67.12,30.769999999999996,0.3143324139340075,2025-07,10245,Consumer,South,Social Media,
136,2025-02-16,South,Sports,Fitness Band,1,77.54,0.2,62.03,47.48,14.550000000000004,0.2345639206835403,2025-02,10442,Consumer,Central,Social Media,
137,2025-05-17,East,Clothing,Casual Shirt,1,67.6,0.0,67.6,47.41,20.189999999999998,0.2986686390532544,2025-05,10290,Small Business,North,Organic Search,
138,2025-04-13,North,Sports,Running Shoes,1,67.44,0.1,60.7,43.32,17.380000000000003,0.28632619439868207,2025-04,10112,Small Business,Central,Social Media,
139,2025-01-15,North,Clothing,Jacket,1,38.95,0.1,35.06,18.83,16.230000000000004,0.4629207073588135,2025-01,10214,Corporate,West,Paid Ads,
140,2025-04-18,South,Clothing,Jeans,1,74.68,0.1,67.21,50.43,16.779999999999994,0.2496652283886326,2025-04,10200,Consumer,Central,Paid Ads,
141,2025-01-29,North,Electronics,Smart Watch,4,141.53,0.0,566.12,295.78,270.34000000000003,0.4775312654560871,2025-01,10405,Consumer,South,Email,
142,2025-09-23,North,Home & Kitchen,Air Fryer,1,76.15,0.05,72.34,42.73,29.610000000000007,0.4093171136300802,2025-09,10421,Small Business,East,Social Media,
143,2025-11-20,South,Home & Kitchen,LED Lamp,1,70.59,0.05,67.06,39.88,27.18,0.40530867879510885,2025-11,10007,Consumer,East,Organic Search,
144,2025-11-01,North,Electronics,Wireless Headphones,1,110.53,0.15,93.95,49.96,43.99,0.4682277807344332,2025-11,10286,Consumer,East,Email,
145,2025-11-15,East,Clothing,Jacket,3,45.01,0.05,128.28,99.47,28.810000000000002,0.22458684128468975,2025-11,10389,Small Business,West,Referral,
146,2025-05-28,Central,Sports,Running Shoes,1,79.59,0.2,63.67,36.94,26.730000000000004,0.41982095178262924,2025-05,10416,Consumer,East,Social Media,
147,2025-01-05,Central,Clothing,Casual Shirt,2,48.6,0.2,77.76,57.14,20.620000000000005,0.2651748971193416,2025-01,10150,Small Business,South,Organic Search,
148,2025-03-02,East,Clothing,Sneakers,2,53.4,0.15,90.78,70.69,20.090000000000003,0.22130425203789383,2025-03,10428,Consumer,North,Organic Search,
149,2025-03-09,Central,Home & Kitchen,Mixer Grinder,1,130.08,0.1,117.07,61.94,55.129999999999995,0.4709148372768429,2025-03,10293,Consumer,Central,Organic Search,
150,2025-07-14,North,Electronics,Wireless Headphones,1,97.62,0.0,97.62,62.86,34.760000000000005,0.3560745748821963,2025-07,10334,Consumer,East,Social Media,
151,2025-02-07,East,Beauty,Hair Dryer,2,47.38,0.0,94.76,59.34,35.42,0.3737864077669903,2025-02,10272,Small Business,South,Organic Search,
152,2025-10-11,Central,Beauty,Hair Dryer,1,62.51,0.2,50.01,27.43,22.58,0.45150969806038793,2025-10,10043,Consumer,Central,Organic Search,
153,2025-12-20,East,Sports,Running Shoes,1,110.99,0.1,99.89,60.98,38.910000000000004,0.38952848132946244,2025-12,10468,Consumer,West,Referral,
154,2025-12-19,East,Beauty,Face Serum,2,34.05,0.1,61.29,42.36,18.93,0.3088595203132648,2025-12,10319,Corporate,West,Referral,
155,2025-02-14,South,Beauty,Face Serum,1,43.56,0.0,43.56,32.64,10.920000000000002,0.2506887052341598,2025-02,10492,Small Business,North,Referral,
156,2025-06-07,South,Home & Kitchen,Storage Set,2,65.9,0.0,131.8,80.02,51.780000000000015,0.3928679817905919,2025-06,10172,Small Business,North,Email,
157,2025-08-21,North,Beauty,Hair Dryer,2,31.24,0.0,62.48,37.79,24.689999999999998,0.3951664532650448,2025-08,10321,Small Business,West,Email,
158,2025-11-22,East,Electronics,Smart Watch,1,99.34,0.05,94.37,68.21,26.16000000000001,0.27720673942990365,2025-11,10044,Consumer,North,Organic Search,
159,2025-10-05,West,Beauty,Hair Dryer,1,36.07,0.0,36.07,25.82,10.25,0.284169670085944,2025-10,10454,Consumer,North,Paid Ads,
160,2025-07-12,South,Electronics,Power Bank,1,157.21,0.0,157.21,110.7,46.510000000000005,0.29584632020863816,2025-07,10083,Consumer,West,Paid Ads,
161,2025-02-02,East,Electronics,Smart Watch,2,101.22,0.1,182.2,95.91,86.28999999999999,0.4736004390779363,2025-02,10322,Corporate,North,Email,
162,2025-04-09,Central,Electronics,Bluetooth Speaker,1,132.67,0.0,132.67,103.38,29.289999999999992,0.22077334740333154,2025-04,10234,Corporate,North,Paid Ads,
163,2025-01-22,East,Beauty,Skin Care Kit,2,28.56,0.0,57.12,39.81,17.309999999999995,0.3030462184873949,2025-01,10252,Consumer,Central,Organic Search,
164,2025-10-30,Central,Electronics,Wireless Headphones,3,143.8,0.0,431.4,306.35,125.04999999999995,0.2898701900788131,2025-10,10449,Consumer,South,Social Media,
165,2025-06-11,Central,Clothing,Jeans,2,26.56,0.0,53.12,37.63,15.489999999999995,0.29160391566265054,2025-06,10239,Small Business,West,Email,
166,2025-07-27,East,Electronics,Wireless Headphones,1,100.96,0.05,95.91,71.43,24.47999999999999,0.25523928683140434,2025-07,10490,Consumer,West,Social Media,
167,2025-06-30,West,Sports,Running Shoes,1,94.6,0.0,94.6,68.79,25.809999999999988,0.27283298097251574,2025-06,10464,Consumer,Central,Organic Search,
168,2025-09-30,West,Sports,Fitness Band,2,19.84,0.05,37.7,20.75,16.950000000000003,0.44960212201591515,2025-09,10314,Consumer,South,Social Media,
169,2025-12-10,East,Electronics,Wireless Headphones,1,95.11,0.05,90.35,53.3,37.05,0.41007194244604317,2025-12,10175,Small Business,Central,Paid Ads,
170,2025-04-05,East,Sports,Yoga Mat,1,64.74,0.0,64.74,40.27,24.46999999999999,0.37797343219029955,2025-04,10180,Consumer,East,Organic Search,
171,2025-03-17,North,Clothing,Casual Shirt,3,58.97,0.1,159.22,88.84,70.38,0.44202989574174095,2025-03,10385,Small Business,West,Email,
172,2025-07-21,South,Clothing,Sneakers,1,62.22,,56.0,39.35,16.65,0.29732142857142857,2025-07,10295,Consumer,South,Referral,
173,2025-03-31,South,Home & Kitchen,Mixer Grinder,1,69.45,0.0,69.45,53.76,15.690000000000005,0.22591792656587478,2025-03,10215,Consumer,East,Organic Search,
174,2025-11-13,East,Beauty,Hair Dryer,1,52.04,0.1,46.84,35.95,10.89,0.23249359521776258,2025-11,10075,Consumer,West,Referral,
