order_id,order_date,region_x,category,product,quantity,unit_price,discount,revenue,cost,profit,profit_margin,month,customer_id,segment,region_y,acquisition_channel,region
49,2025-03-31,South,Beauty,Perfume,2,43.15,0.0,86.3,52.03,34.269999999999996,0.3971031286210892,2025-03,10510,Consumer,North,Email,Unknown
50,2025-08-05,Central,Electronics,Bluetooth Speaker,1,99.08,0.1,89.172,60.95,28.221999999999994,0.3164894810030054,2025-08,10262,Small Business,South,Paid Ads,Unknown
51,2025-04-06,Central,Sports,Fitness Band,1,78.6,0.2,62.879999999999995,39.44,23.439999999999998,0.3727735368956743,2025-04,10152,Consumer,Central,Email,Unknown
52,2025-09-30,North,Electronics,Bluetooth Speaker,2,140.51,0.1,252.91799999999998,138.3,114.61799999999997,0.4531824543923326,2025-09,10213,Consumer,Central,Referral,Unknown
53,2025-03-17,North,Clothing,Jacket,1,45.92,0.0,45.92,35.32,10.600000000000001,0.23083623693379793,2025-03,10234,Corporate,North,Paid Ads,Unknown
54,2025-05-24,Central,Home & Kitchen,Mixer Grinder,1,73.32,0.05,69.654,45.15,24.503999999999998,0.35179602032905505,2025-05,10361,Small Business,South,Email,Unknown
55,2025-04-19,Central,Electronics,Power Bank,1,158.91,0.1,143.019,103.73,39.289,0.2747117515854537,2025-04,10320,Consumer,North,Paid Ads,Unknown
56,2025-08-09,East,Home & Kitchen,Storage Set,4,97.73,0.0,390.92,278.19,112.73000000000002,0.28837102220403155,2025-08,10222,Small Business,South,Paid Ads,Unknown
57,2025-05-21,South,Clothing,Sneakers,1,64.45,0.0,64.45,34.92,29.53,0.4581846392552366,2025-05,10210,Consumer,South,Referral,Unknown
58,2025-12-05,Central,Home & Kitchen,Storage Set,1,110.42,0.0,110.42,59.85,50.57,0.45797862706031517,2025-12,10396,Small Business,North,Referral,Unknown
59,2025-10-02,Central,Home & Kitchen,LED Lamp,1,84.17,0.05,79.9615,56.3,23.661500000000004,0.2959111572444239,2025-10,10489,Consumer,South,Organic Search,Unknown
60,2025-06-22,Central,Home & Kitchen,Storage Set,1,98.51,0.15,83.7335,45.96,37.773500000000006,0.45111574220592715,2025-06,10464,Consumer,Central,Organic Search,Unknown
61,2025-07-10,West,Home & Kitchen,Mixer Grinder,1,108.47,0.05,103.0465,79.37,23.67649999999999,0.22976520308792625,2025-07,10452,Consumer,North,Paid Ads,Unknown
62,2025-06-22,Central,Home & Kitchen,LED Lamp,1,97.27,0.05,92.4065,67.33,25.076499999999996,0.2713716026469999,2025-06,10413,Consumer,Central,Paid Ads,Unknown
63,2025-11-01,North,Electronics,Wireless Headphones,1,148.34,0.0,148.34,83.55,64.79,0.4367668868814885,2025-11,10476,Consumer,Central,Email,Unknown
64,2025-11-26,West,Clothing,Jeans,1,38.58,0.1,34.722,26.32,8.402000000000001,0.24197914866655149,2025-11,10256,Consumer,North,Organic Search,Unknown
65,2025-08-08,Central,Electronics,Wireless Headphones,1,114.7,0.05,108.965,73.19,35.775000000000006,0.32831643188179693,2025-08,10150,Small Business,South,Organic Search,Unknown
66,2025-07-31,Central,Sports,Fitness Band,1,40.34,0.0,40.34,23.91,16.430000000000003,0.4072880515617254,2025-07,10127,Small Business,Central,Email,Unknown
67,2025-10-13,South,Clothing,Casual Shirt,1,80.94,0.15,68.79899999999999,37.26,31.538999999999994,0.4584223607901277,2025-10,10392,Small Business,South,Email,Unknown
68,2025-08-12,North,Clothing,Casual Shirt,1,28.35,0.05,26.9325,19.68,7.252500000000001,0.2692843219159009,2025-08,10480,Small Business,Central,Organic Search,Unknown
69,2025-11-07,West,Home & Kitchen,Mixer Grinder,1,77.43,0.05,73.55850000000001,43.48,30.078500000000012,0.4089058368509419,2025-11,10397,Corporate,East,Paid Ads,Unknown
70,2025-02-22,Central,Beauty,Skin Care Kit,1,53.86,0.15,45.781,30.77,15.011,0.3278871147419235,2025-02,10402,Small Business,East,Email,Unknown
71,2025-10-15,South,Beauty,Skin Care Kit,1,28.04,0.2,22.432000000000002,15.2,7.232000000000003,0.3223965763195436,2025-10,10274,Corporate,North,Referral,Unknown
72,2025-09-16,East,Home & Kitchen,LED Lamp,1,76.81,0.05,72.9695,46.98,25.9895,0.3561693584305772,2025-09,10139,Small Business,North,Organic Search,Unknown
73,2025-10-30,Central,Home & Kitchen,Air Fryer,1,103.0,0.05,97.85,54.29,43.559999999999995,0.44517118037812975,2025-10,10103,Corporate,West,Referral,Unknown
74,2025-08-14,South,Clothing,Jeans,2,57.56,0.15,97.852,66.59,31.262,0.3194824837509708,2025-08,10242,Consumer,North,Referral,Unknown
75,2025-12-01,West,Clothing,Jeans,1,58.87,0.05,55.9265,35.64,20.286499999999997,0.36273501828292487,2025-12,10117,Consumer,Central,Organic Search,Unknown
76,2025-07-03,North,Home & Kitchen,Mixer Grinder,2,69.83,0.15,118.711,66.27,52.441,0.4417535022028287,2025-07,10214,Corporate,West,Paid Ads,Unknown
77,2025-02-12,East,Home & Kitchen,LED Lamp,1,82.87,0.0,82.87,47.6,35.27,0.4256063714251237,2025-02,10484,Small Business,South,Referral,Unknown
78,2025-01-08,West,Electronics,Wireless Headphones,1,103.83,0.05,98.6385,61.56,37.07849999999999,0.3759029182317249,2025-01,10224,Consumer,South,Paid Ads,Unknown
79,2025-02-20,East,Electronics,Power Bank,1,121.47,0.2,97.176,65.74,31.436000000000007,0.32349551329546394,2025-02,10270,Consumer,East,Paid Ads,Unknown
80,2025-01-01,Central,Beauty,Hair Dryer,1,52.03,0.0,52.03,28.26,23.77,0.45685181625985005,2025-01,10134,Consumer,West,Referral,Unknown
81,2025-02-16,North,Home & Kitchen,Mixer Grinder,2,71.61,0.0,143.22,77.91,65.31,0.45601173020527863,2025-02,10114,Consumer,East,Organic Search,Unknown
82,2025-01-26,West,Clothing,Jacket,2,42.39,0.15,72.063,38.62,33.443000000000005,0.46408004107517037,2025-01,10441,Corporate,Central,Referral,Unknown
83,2025-01-28,South,Beauty,Face Serum,1,40.27,0.15,34.2295,19.9,14.329500000000003,0.41863012898231067,2025-01,10365,Consumer,Central,Organic Search,Unknown
84,2025-08-26,East,Beauty,Hair Dryer,1,43.54,0.0,43.54,30.42,13.119999999999997,0.30133210840606334,2025-08,10232,Consumer,North,Social Media,Unknown
85,2025-01-28,South,Clothing,Casual Shirt,2,36.99,0.0,73.98,52.65,21.330000000000005,0.2883211678832117,2025-01,10458,Consumer,Central,Email,Unknown
86,2025-05-25,Central,Clothing,Casual Shirt,1,29.45,0.0,29.45,16.23,13.219999999999999,0.44889643463497453,2025-05,10375,Consumer,Central,Paid Ads,Unknown
87,2025-04-21,North,Clothing,Jacket,1,50.41,0.05,47.88949999999999,34.08,13.809499999999993,0.28836174944403253,2025-04,10207,Consumer,Central,Referral,Unknown
88,2025-08-14,East,Clothing,Jeans,1,88.46,0.05,84.03699999999999,57.81,26.22699999999999,0.3120887228244701,2025-08,10520,Consumer,Central,Paid Ads,Unknown
89,2025-11-14,North,Home & Kitchen,Air Fryer,1,66.18,0.05,62.871,46.6,16.271,0.25879976459735016,2025-11,10468,Consumer,West,Referral,Unknown
90,2025-01-06,South,Electronics,Bluetooth Speaker,1,77.7,0.1,69.93,54.5,15.430000000000007,0.2206492206492207,2025-01,10443,Consumer,West,Referral,Unknown
91,2025-07-13,East,Clothing,Sneakers,2,46.12,0.0,92.24,64.0,28.239999999999995,0.30615784908933213,2025-07,10321,Small Business,West,Email,Unknown
92,2025-11-20,East,Clothing,Sneakers,2,66.63,0.0,133.26,102.83,30.429999999999993,0.2283505928260543,2025-11,10093,Consumer,East,Organic Search,Unknown
93,2025-05-19,West,Electronics,Power Bank,1,128.73,0.0,128.73,86.39,42.33999999999999,0.32890546104249196,2025-05,10408,Consumer,Central,Referral,Unknown
94,2025-05-18,West,Home & Kitchen,Storage Set,1,59.74,0.0,59.74,33.15,26.590000000000003,0.44509541345831943,2025-05,10158,Consumer,South,Organic Search,Unknown
95,2025-02-07,East,Electronics,Power Bank,2,148.08,0.1,266.54400000000004,179.88,86.66400000000004,0.3251395641995319,2025-02,10099,Corporate,West,Organic Search,Unknown
96,2025-05-17,South,Home & Kitchen,Air Fryer,2,54.69,0.1,98.442,61.64,36.80199999999999,0.37384449726742647,2025-05,10225,Consumer,West,Paid Ads,Unknown
97,2025-10-18,Central,Electronics,Bluetooth Speaker,2,139.46,0.1,251.02800000000002,182.72,68.30800000000002,0.2721130710518349,2025-10,10441,Corporate,Central,Referral,Unknown
98,2025-08-25,South,Electronics,Bluetooth Speaker,1,136.71,0.05,129.8745,79.65,50.224500000000006,0.38671563701881434,2025-08,10401,Consumer,North,Email,Unknown
99,2025-03-04,North,Home & Kitchen,LED Lamp,1,92.38,0.1,83.142,54.9,28.241999999999997,0.3396839142671574,2025-03,10064,Consumer,West,Referral,Unknown
100,2025-04-14,East,Electronics,Wireless Headphones,1,129.93,0.05,123.4335,66.32,57.1135,0.462706639607562,2025-04,10279,Consumer,Central,Social Media,Unknown
101,2025-06-06,North,Clothing,Jeans,2,32.23,0.0,64.46,46.83,17.629999999999995,0.273502947564381,2025-06,10519,Consumer,North,Organic Search,Unknown
102,2025-10-16,West,Clothing,Sneakers,1,72.61,0.2,58.088,41.57,16.518,0.28436165817380527,2025-10,10248,Consumer,North,Organic Search,Unknown
103,2025-12-31,West,Clothing,Jeans,1,48.74,0.05,46.303,28.64,17.662999999999997,0.3814655637863637,2025-12,10368,Small Business,East,Referral,Unknown
104,2025-06-22,South,Home & Kitchen,Air Fryer,1,85.84,0.05,81.548,51.08,30.468000000000004,0.3736204444008437,2025-06,10098,Consumer,South,Referral,Unknown
105,2025-11-26,South,Electronics,Bluetooth Speaker,1,65.16,0.0,65.16,36.96,28.199999999999996,0.432780847145488,2025-11,10268,Consumer,North,Email,Unknown
106,2025-04-21,West,Sports,Fitness Band,2,70.11,0.0,140.22,76.59,63.629999999999995,0.4537869062901155,2025-04,10060,Consumer,Central,Email,Unknown
107,2025-04-02,South,Clothing,Jacket,1,62.41,0.1,56.169,31.44,24.728999999999996,0.44026064199113385,2025-04,10500,Consumer,West,Organic Search,Unknown
108,2025-09-14,Central,Electronics,Bluetooth Speaker,1,127.52,0.15,108.392,82.45,25.941999999999993,0.23933500627352566,2025-09,10308,Consumer,West,Referral,Unknown
109,2025-05-29,North,Sports,Running Shoes,1,56.38,0.0,56.38,32.65,23.730000000000004,0.42089393401915576,2025-05,10493,Consumer,South,Social Media,Unknown
110,2025-03-04,West,Beauty,Hair Dryer,2,50.66,0.0,101.32,61.47,39.849999999999994,0.39330833004342675,2025-03,10411,Consumer,Central,Referral,Unknown
111,2025-12-30,East,Clothing,Sneakers,2,31.04,0.15,52.768,35.5,17.268,0.3272437841115828,2025-12,10140,Consumer,East,Referral,Unknown
112,2025-06-10,North,Electronics,Power Bank,1,26.44,0.0,26.44,13.98,12.46,0.4712556732223903,2025-06,10328,Consumer,North,Paid Ads,Unknown
113,2025-02-18,North,Beauty,Skin Care Kit,1,36.99,0.0,36.99,28.82,8.170000000000002,0.22087050554203844,2025-02,10464,Consumer,Central,Organic Search,Unknown
114,2025-02-01,Central,Home & Kitchen,Mixer Grinder,1,55.21,0.0,55.21,41.6,13.61,0.24651331280565114,2025-02,10163,Small Business,Central,Organic Search,Unknown
115,2025-07-13,West,Clothing,Casual Shirt,1,44.02,0.1,39.618,25.27,14.348000000000003,0.3621586147710637,2025-07,10060,Consumer,Central,Email,Unknown
116,2025-02-24,East,Home & Kitchen,Mixer Grinder,1,82.38,0.0,82.38,46.73,35.65,0.43275066763777614,2025-02,10031,Corporate,East,Email,Unknown
117,2025-12-15,North,Home & Kitchen,Mixer Grinder,2,111.7,0.2,178.72000000000003,131.96,46.76000000000002,0.26163831692032236,2025-12,10333,Corporate,West,Paid Ads,Unknown
118,2025-02-23,North,Clothing,Sneakers,1,56.93,0.1,51.237,26.91,24.327,0.4747936061830318,2025-02,10076,Consumer,South,Paid Ads,Unknown
119,2025-10-15,East,Beauty,Skin Care Kit,2,59.23,0.1,106.61399999999999,82.84,23.773999999999987,0.22299135198004005,2025-10,10317,Consumer,East,Paid Ads,Unknown
120,2025-01-07,South,Sports,Fitness Band,1,73.03,0.0,73.03,43.54,29.490000000000002,0.40380665479939754,2025-01,10417,Corporate,South,Social Media,Unknown
121,2025-01-11,South,Electronics,Bluetooth Speaker,2,165.94,0.15,282.098,192.52,89.578,0.3175421307488887,2025-01,10190,Consumer,West,Organic Search,Unknown
122,2025-09-13,North,Beauty,Skin Care Kit,1,50.73,0.0,50.73,34.61,16.119999999999997,0.3177606938695052,2025-09,10489,Consumer,South,Organic Search,Unknown
123,2025-08-12,North,Home & Kitchen,LED Lamp,1,83.73,0.2,66.98400000000001,43.03,23.954000000000008,0.3576077869341933,2025-08,10315,Consumer,West,Social Media,Unknown
124,2025-12-25,North,Home & Kitchen,Air Fryer,1,58.14,0.05,55.233,37.82,17.412999999999997,0.315264425253019,2025-12,10296,Consumer,West,Email,Unknown
125,2025-02-11,West,Electronics,Bluetooth Speaker,1,157.06,0.1,141.354,92.97,48.384000000000015,0.3422895708646378,2025-02,10501,Consumer,East,Organic Search,Unknown
126,2025-03-28,Central,Home & Kitchen,Mixer Grinder,1,105.79,0.1,95.21100000000001,70.05,25.161000000000016,0.2642656835869806,2025-03,10177,Small Business,North,Paid Ads,Unknown
127,2025-11-05,South,Electronics,Wireless Headphones,1,150.62,0.0,150.62,103.12,47.5,0.31536316558225996,2025-11,10215,Consumer,East,Organic Search,Unknown
128,2025-05-10,West,Sports,Running Shoes,1,48.32,0.1,43.488,27.39,16.098,0.3701710816777042,2025-05,10332,Corporate,West,Email,Unknown
129,2025-06-13,North,Sports,Yoga Mat,1,38.89,0.05,36.945499999999996,21.99,14.955499999999997,0.40479896063119997,2025-06,10128,Consumer,Central,Organic Search,Unknown
130,2025-09-03,Central,Beauty,Perfume,1,46.51,0.05,44.18449999999999,30.6,13.584499999999991,0.3074494449410991,2025-09,10269,Consumer,Central,Social Media,Unknown
131,2025-12-31,East,Home & Kitchen,Mixer Grinder,1,93.61,0.0,93.61,60.76,32.85,0.3509240465762205,2025-12,10366,Consumer,South,Email,Unknown
132,2025-05-09,North,Home & Kitchen,Mixer Grinder,1,45.97,0.0,45.97,28.11,17.86,0.3885142484228845,2025-05,10348,Consumer,East,Referral,Unknown
133,2025-04-12,South,Clothing,Jacket,1,65.9,0.1,59.31000000000001,41.55,17.760000000000012,0.29944360141628745,2025-04,10142,Small Business,South,Referral,Unknown
134,2025-11-26,North,Electronics,Wireless Headphones,1,101.1,0.15,85.93499999999999,47.74,38.194999999999986,0.44446383894804203,2025-11,10145,Consumer,South,Email,Unknown
135,2025-07-19,North,Home & Kitchen,Storage Set,1,108.77,0.1,97.893,67.12,30.772999999999996,0.3143534267005812,2025-07,10245,Consumer,South,Social Media,Unknown
136,2025-02-16,South,Sports,Fitness Band,1,77.54,0.2,62.03200000000001,47.48,14.552000000000014,0.23458859943255111,2025-02,10442,Consumer,Central,Social Media,Unknown
137,2025-05-17,East,Clothing,Casual Shirt,1,67.6,0.0,67.6,47.41,20.189999999999998,0.2986686390532544,2025-05,10290,Small Business,North,Organic Search,Unknown
138,2025-04-13,North,Sports,Running Shoes,1,67.44,0.1,60.696,43.32,17.375999999999998,0.28627916172400153,2025-04,10112,Small Business,Central,Social Media,Unknown
139,2025-01-15,North,Clothing,Jacket,1,38.95,0.1,35.05500000000001,18.83,16.22500000000001,0.4628441021252319,2025-01,10214,Corporate,West,Paid Ads,Unknown
140,2025-04-18,South,Clothing,Jeans,1,74.68,0.1,67.212,50.43,16.782000000000004,0.24968755579360832,2025-04,10200,Consumer,Central,Paid Ads,Unknown
141,2025-01-29,North,Electronics,Smart Watch,4,141.53,0.0,566.12,295.78,270.34000000000003,0.4775312654560871,2025-01,10405,Consumer,South,Email,Unknown
142,2025-09-23,North,Home & Kitchen,Air Fryer,1,76.15,0.05,72.3425,42.73,29.612500000000004,0.40933752635034737,2025-09,10421,Small Business,East,Social Media,Unknown
143,2025-11-20,South,Home & Kitchen,LED Lamp,1,70.59,0.05,67.0605,39.88,27.180500000000002,0.40531311278621546,2025-11,10007,Consumer,East,Organic Search,Unknown
144,2025-11-01,North,Electronics,Wireless Headphones,1,110.53,0.15,93.9505,49.96,43.990500000000004,0.4682306108003683,2025-11,10286,Consumer,East,Email,Unknown
145,2025-11-15,East,Clothing,Jacket,3,45.01,0.05,128.2785,99.47,28.80850000000001,0.22457777413985983,2025-11,10389,Small Business,West,Referral,Unknown
146,2025-05-28,Central,Sports,Running Shoes,1,79.59,0.2,63.672000000000004,36.94,26.732000000000006,0.41983917577585134,2025-05,10416,Consumer,East,Social Media,Unknown
147,2025-01-05,Central,Clothing,Casual Shirt,2,48.6,0.2,77.76,57.14,20.620000000000005,0.2651748971193416,2025-01,10150,Small Business,South,Organic Search,Unknown
148,2025-03-02,East,Clothing,Sneakers,2,53.4,0.15,90.78,70.69,20.090000000000003,0.22130425203789383,2025-03,10428,Consumer,North,Organic Search,Unknown
149,2025-03-09,Central,Home & Kitchen,Mixer Grinder,1,130.08,0.1,117.07200000000002,61.94,55.13200000000002,0.47092387590542584,2025-03,10293,Consumer,Central,Organic Search,Unknown
150,2025-07-14,North,Electronics,Wireless Headphones,1,97.62,0.0,97.62,62.86,34.760000000000005,0.3560745748821963,2025-07,10334,Consumer,East,Social Media,Unknown
151,2025-02-07,East,Beauty,Hair Dryer,2,47.38,0.0,94.76,59.34,35.42,0.3737864077669903,2025-02,10272,Small Business,South,Organic Search,Unknown
152,2025-10-11,Central,Beauty,Hair Dryer,1,62.51,0.2,50.008,27.43,22.578000000000003,0.45148776195808676,2025-10,10043,Consumer,Central,Organic Search,Unknown
153,2025-12-20,East,Sports,Running Shoes,1,110.99,0.1,99.89099999999999,60.98,38.910999999999994,0.38953459270604956,2025-12,10468,Consumer,West,Referral,Unknown
154,2025-12-19,East,Beauty,Face Serum,2,34.05,0.1,61.29,42.36,18.93,0.3088595203132648,2025-12,10319,Corporate,West,Referral,Unknown
155,2025-02-14,South,Beauty,Face Serum,1,43.56,0.0,43.56,32.64,10.920000000000002,0.2506887052341598,2025-02,10492,Small Business,North,Referral,Unknown
156,2025-06-07,South,Home & Kitchen,Storage Set,2,65.9,0.0,131.8,80.02,51.780000000000015,0.3928679817905919,2025-06,10172,Small Business,North,Email,Unknown
157,2025-08-21,North,Beauty,Hair Dryer,2,31.24,0.0,62.48,37.79,24.689999999999998,0.3951664532650448,2025-08,10321,Small Business,West,Email,Unknown
158,2025-11-22,East,Electronics,Smart Watch,1,99.34,0.05,94.373,68.21,26.16300000000001,0.27722971612643454,2025-11,10044,Consumer,North,Organic Search,Unknown
159,2025-10-05,West,Beauty,Hair Dryer,1,36.07,0.0,36.07,25.82,10.25,0.284169670085944,2025-10,10454,Consumer,North,Paid Ads,Unknown
160,2025-07-12,South,Electronics,Power Bank,1,157.21,0.0,157.21,110.7,46.510000000000005,0.29584632020863816,2025-07,10083,Consumer,West,Paid Ads,Unknown
161,2025-02-02,East,Electronics,Smart Watch,2,101.22,0.1,182.196,95.91,86.286,0.4735888823025753,2025-02,10322,Corporate,North,Email,Unknown
162,2025-04-09,Central,Electronics,Bluetooth Speaker,1,132.67,0.0,132.67,103.38,29.289999999999992,0.22077334740333154,2025-04,10234,Corporate,North,Paid Ads,Unknown
163,2025-01-22,East,Beauty,Skin Care Kit,2,28.56,0.0,57.12,39.81,17.309999999999995,0.3030462184873949,2025-01,10252,Consumer,Central,Organic Search,Unknown
